Column1,GOSlim_bin
PiuraChilensis_v1_contig_6159,developmental processes
PiuraChilensis_v1_contig_3151,other metabolic processes
PiuraChilensis_v1_contig_6153,cell cycle and proliferation
PiuraChilensis_v1_contig_13011,cell cycle and proliferation
PiuraChilensis_v1_contig_370,other biological processes
PiuraChilensis_v1_contig_5267,cell organization and biogenesis
PiuraChilensis_v1_contig_7288,signal transduction
PiuraChilensis_v1_contig_12052,transport
PiuraChilensis_v1_contig_8868,other biological processes
PiuraChilensis_v1_contig_13034,other metabolic processes
PiuraChilensis_v1_contig_2532,RNA metabolism
PiuraChilensis_v1_contig_13250,other metabolic processes
PiuraChilensis_v1_contig_6963,other metabolic processes
PiuraChilensis_v1_contig_9450,other biological processes
PiuraChilensis_v1_contig_14267,protein metabolism
PiuraChilensis_v1_contig_11563,protein metabolism
PiuraChilensis_v1_contig_3890,transport
PiuraChilensis_v1_contig_10967,RNA metabolism
PiuraChilensis_v1_contig_755,protein metabolism
PiuraChilensis_v1_contig_136,protein metabolism
PiuraChilensis_v1_contig_7993,other biological processes
PiuraChilensis_v1_contig_13505,cell cycle and proliferation
PiuraChilensis_v1_contig_13286,other metabolic processes
PiuraChilensis_v1_contig_439,signal transduction
PiuraChilensis_v1_contig_9313,other metabolic processes
PiuraChilensis_v1_contig_1823,transport
PiuraChilensis_v1_contig_2182,other metabolic processes
PiuraChilensis_v1_contig_3385,RNA metabolism
PiuraChilensis_v1_contig_6117,signal transduction
PiuraChilensis_v1_contig_1887,stress response
PiuraChilensis_v1_contig_376,RNA metabolism
PiuraChilensis_v1_contig_184,cell organization and biogenesis
PiuraChilensis_v1_contig_7586,developmental processes
PiuraChilensis_v1_contig_4140,signal transduction
PiuraChilensis_v1_contig_13714,cell organization and biogenesis
PiuraChilensis_v1_contig_13380,cell organization and biogenesis
PiuraChilensis_v1_contig_1190,other biological processes
PiuraChilensis_v1_contig_9729,developmental processes
PiuraChilensis_v1_contig_14586,cell organization and biogenesis
PiuraChilensis_v1_contig_1574,other metabolic processes
PiuraChilensis_v1_contig_13484,cell cycle and proliferation
PiuraChilensis_v1_contig_1255,protein metabolism
PiuraChilensis_v1_contig_15021,protein metabolism
PiuraChilensis_v1_contig_14433,protein metabolism
PiuraChilensis_v1_contig_9212,other metabolic processes
PiuraChilensis_v1_contig_6337,RNA metabolism
PiuraChilensis_v1_contig_1934,cell organization and biogenesis
PiuraChilensis_v1_contig_9262,other biological processes
PiuraChilensis_v1_contig_5093,developmental processes
PiuraChilensis_v1_contig_14052,other biological processes
PiuraChilensis_v1_contig_11515,transport
PiuraChilensis_v1_contig_7792,cell organization and biogenesis
PiuraChilensis_v1_contig_14784,other metabolic processes
PiuraChilensis_v1_contig_2745,developmental processes
PiuraChilensis_v1_contig_6761,developmental processes
PiuraChilensis_v1_contig_1000,other biological processes
PiuraChilensis_v1_contig_6947,transport
PiuraChilensis_v1_contig_9356,protein metabolism
PiuraChilensis_v1_contig_9076,RNA metabolism
PiuraChilensis_v1_contig_3347,signal transduction
PiuraChilensis_v1_contig_2035,death
PiuraChilensis_v1_contig_7283,cell organization and biogenesis
PiuraChilensis_v1_contig_14006,protein metabolism
PiuraChilensis_v1_contig_256,protein metabolism
PiuraChilensis_v1_contig_14566,RNA metabolism
PiuraChilensis_v1_contig_4491,RNA metabolism
PiuraChilensis_v1_contig_12713,stress response
PiuraChilensis_v1_contig_2011,other biological processes
PiuraChilensis_v1_contig_8357,RNA metabolism
PiuraChilensis_v1_contig_12185,developmental processes
PiuraChilensis_v1_contig_2681,other biological processes
PiuraChilensis_v1_contig_66,stress response
PiuraChilensis_v1_contig_4384,other metabolic processes
PiuraChilensis_v1_contig_14982,stress response
PiuraChilensis_v1_contig_3131,stress response
PiuraChilensis_v1_contig_9293,cell cycle and proliferation
PiuraChilensis_v1_contig_10332,transport
PiuraChilensis_v1_contig_7881,signal transduction
PiuraChilensis_v1_contig_7980,RNA metabolism
PiuraChilensis_v1_contig_7699,other metabolic processes
PiuraChilensis_v1_contig_1787,transport
PiuraChilensis_v1_contig_3982,signal transduction
PiuraChilensis_v1_contig_664,other metabolic processes
PiuraChilensis_v1_contig_2058,cell adhesion
PiuraChilensis_v1_contig_2634,stress response
PiuraChilensis_v1_contig_4492,cell organization and biogenesis
PiuraChilensis_v1_contig_282,other metabolic processes
PiuraChilensis_v1_contig_12010,other metabolic processes
PiuraChilensis_v1_contig_10227,protein metabolism
PiuraChilensis_v1_contig_12481,protein metabolism
PiuraChilensis_v1_contig_10911,death
PiuraChilensis_v1_contig_5237,cell organization and biogenesis
PiuraChilensis_v1_contig_7652,RNA metabolism
PiuraChilensis_v1_contig_13047,RNA metabolism
PiuraChilensis_v1_contig_4685,stress response
PiuraChilensis_v1_contig_10863,DNA metabolism
PiuraChilensis_v1_contig_1994,protein metabolism
PiuraChilensis_v1_contig_7714,RNA metabolism
PiuraChilensis_v1_contig_12664,transport
PiuraChilensis_v1_contig_11259,other biological processes
PiuraChilensis_v1_contig_5343,signal transduction
PiuraChilensis_v1_contig_12284,other metabolic processes
PiuraChilensis_v1_contig_2728,stress response
PiuraChilensis_v1_contig_12373,protein metabolism
PiuraChilensis_v1_contig_3344,cell organization and biogenesis
PiuraChilensis_v1_contig_9172,other metabolic processes
PiuraChilensis_v1_contig_988,developmental processes
PiuraChilensis_v1_contig_8989,protein metabolism
PiuraChilensis_v1_contig_5122,transport
PiuraChilensis_v1_contig_5085,other biological processes
PiuraChilensis_v1_contig_8195,cell adhesion
PiuraChilensis_v1_contig_4750,cell-cell signaling
PiuraChilensis_v1_contig_10131,transport
PiuraChilensis_v1_contig_11090,other biological processes
PiuraChilensis_v1_contig_3067,cell organization and biogenesis
PiuraChilensis_v1_contig_12658,DNA metabolism
PiuraChilensis_v1_contig_9660,signal transduction
PiuraChilensis_v1_contig_6903,developmental processes
PiuraChilensis_v1_contig_6417,other metabolic processes
PiuraChilensis_v1_contig_11702,signal transduction
PiuraChilensis_v1_contig_11700,stress response
PiuraChilensis_v1_contig_14090,signal transduction
PiuraChilensis_v1_contig_10890,other biological processes
PiuraChilensis_v1_contig_988,death
PiuraChilensis_v1_contig_3164,developmental processes
PiuraChilensis_v1_contig_1870,RNA metabolism
PiuraChilensis_v1_contig_3122,death
PiuraChilensis_v1_contig_6760,other metabolic processes
PiuraChilensis_v1_contig_6552,cell organization and biogenesis
PiuraChilensis_v1_contig_1646,protein metabolism
PiuraChilensis_v1_contig_12430,cell organization and biogenesis
PiuraChilensis_v1_contig_11821,other metabolic processes
PiuraChilensis_v1_contig_2106,signal transduction
PiuraChilensis_v1_contig_14859,cell organization and biogenesis
PiuraChilensis_v1_contig_11887,developmental processes
PiuraChilensis_v1_contig_10488,other metabolic processes
PiuraChilensis_v1_contig_5545,cell cycle and proliferation
PiuraChilensis_v1_contig_14821,cell adhesion
PiuraChilensis_v1_contig_9574,RNA metabolism
PiuraChilensis_v1_contig_12719,signal transduction
PiuraChilensis_v1_contig_4201,transport
PiuraChilensis_v1_contig_10694,transport
PiuraChilensis_v1_contig_2275,other metabolic processes
PiuraChilensis_v1_contig_52,transport
PiuraChilensis_v1_contig_10097,other biological processes
PiuraChilensis_v1_contig_13166,other biological processes
PiuraChilensis_v1_contig_3295,transport
PiuraChilensis_v1_contig_1764,other biological processes
PiuraChilensis_v1_contig_3208,RNA metabolism
PiuraChilensis_v1_contig_738,signal transduction
PiuraChilensis_v1_contig_3678,other biological processes
PiuraChilensis_v1_contig_2327,cell organization and biogenesis
PiuraChilensis_v1_contig_9927,cell organization and biogenesis
PiuraChilensis_v1_contig_5391,other biological processes
PiuraChilensis_v1_contig_5113,protein metabolism
PiuraChilensis_v1_contig_1894,transport
PiuraChilensis_v1_contig_14605,cell adhesion
PiuraChilensis_v1_contig_6215,RNA metabolism
PiuraChilensis_v1_contig_13492,developmental processes
PiuraChilensis_v1_contig_8990,transport
PiuraChilensis_v1_contig_13494,DNA metabolism
PiuraChilensis_v1_contig_9684,stress response
PiuraChilensis_v1_contig_482,stress response
PiuraChilensis_v1_contig_762,protein metabolism
PiuraChilensis_v1_contig_6381,protein metabolism
PiuraChilensis_v1_contig_5720,other biological processes
PiuraChilensis_v1_contig_1218,cell organization and biogenesis
PiuraChilensis_v1_contig_8452,signal transduction
PiuraChilensis_v1_contig_9813,other biological processes
PiuraChilensis_v1_contig_3190,developmental processes
PiuraChilensis_v1_contig_4203,developmental processes
PiuraChilensis_v1_contig_2059,transport
PiuraChilensis_v1_contig_13487,RNA metabolism
PiuraChilensis_v1_contig_5842,other biological processes
PiuraChilensis_v1_contig_13725,RNA metabolism
PiuraChilensis_v1_contig_10332,developmental processes
PiuraChilensis_v1_contig_2089,protein metabolism
PiuraChilensis_v1_contig_1833,protein metabolism
PiuraChilensis_v1_contig_406,developmental processes
PiuraChilensis_v1_contig_9160,signal transduction
PiuraChilensis_v1_contig_7861,transport
PiuraChilensis_v1_contig_13273,signal transduction
PiuraChilensis_v1_contig_1186,developmental processes
PiuraChilensis_v1_contig_4575,signal transduction
PiuraChilensis_v1_contig_5494,other biological processes
PiuraChilensis_v1_contig_9432,stress response
PiuraChilensis_v1_contig_5402,other metabolic processes
PiuraChilensis_v1_contig_2269,developmental processes
PiuraChilensis_v1_contig_3204,transport
PiuraChilensis_v1_contig_2814,RNA metabolism
PiuraChilensis_v1_contig_10516,protein metabolism
PiuraChilensis_v1_contig_9501,RNA metabolism
PiuraChilensis_v1_contig_5132,transport
PiuraChilensis_v1_contig_4109,developmental processes
PiuraChilensis_v1_contig_3031,protein metabolism
PiuraChilensis_v1_contig_10178,cell cycle and proliferation
PiuraChilensis_v1_contig_13958,other metabolic processes
PiuraChilensis_v1_contig_11524,other biological processes
PiuraChilensis_v1_contig_9781,other metabolic processes
PiuraChilensis_v1_contig_7216,cell adhesion
PiuraChilensis_v1_contig_6052,other metabolic processes
PiuraChilensis_v1_contig_13049,other metabolic processes
PiuraChilensis_v1_contig_8856,other biological processes
PiuraChilensis_v1_contig_3961,cell cycle and proliferation
PiuraChilensis_v1_contig_8413,cell cycle and proliferation
PiuraChilensis_v1_contig_4702,cell organization and biogenesis
PiuraChilensis_v1_contig_2039,other metabolic processes
PiuraChilensis_v1_contig_6221,developmental processes
PiuraChilensis_v1_contig_9867,other metabolic processes
PiuraChilensis_v1_contig_14922,other metabolic processes
PiuraChilensis_v1_contig_6720,cell organization and biogenesis
PiuraChilensis_v1_contig_5159,protein metabolism
PiuraChilensis_v1_contig_13898,transport
PiuraChilensis_v1_contig_3083,protein metabolism
PiuraChilensis_v1_contig_14724,other biological processes
PiuraChilensis_v1_contig_10533,transport
PiuraChilensis_v1_contig_7524,other metabolic processes
PiuraChilensis_v1_contig_14950,developmental processes
PiuraChilensis_v1_contig_10003,protein metabolism
PiuraChilensis_v1_contig_5146,transport
PiuraChilensis_v1_contig_5456,transport
PiuraChilensis_v1_contig_3142,other biological processes
PiuraChilensis_v1_contig_1317,RNA metabolism
PiuraChilensis_v1_contig_9934,transport
PiuraChilensis_v1_contig_178,protein metabolism
PiuraChilensis_v1_contig_9102,other metabolic processes
PiuraChilensis_v1_contig_9523,protein metabolism
PiuraChilensis_v1_contig_7980,cell organization and biogenesis
PiuraChilensis_v1_contig_1388,other biological processes
PiuraChilensis_v1_contig_1152,developmental processes
PiuraChilensis_v1_contig_6417,other biological processes
PiuraChilensis_v1_contig_2176,cell adhesion
PiuraChilensis_v1_contig_6969,protein metabolism
PiuraChilensis_v1_contig_8346,stress response
PiuraChilensis_v1_contig_6039,protein metabolism
PiuraChilensis_v1_contig_11056,transport
PiuraChilensis_v1_contig_1088,cell organization and biogenesis
PiuraChilensis_v1_contig_5386,other biological processes
PiuraChilensis_v1_contig_5319,signal transduction
PiuraChilensis_v1_contig_3785,other biological processes
PiuraChilensis_v1_contig_1320,cell cycle and proliferation
PiuraChilensis_v1_contig_2353,death
PiuraChilensis_v1_contig_3816,cell organization and biogenesis
PiuraChilensis_v1_contig_1689,other biological processes
PiuraChilensis_v1_contig_3389,developmental processes
PiuraChilensis_v1_contig_7615,developmental processes
PiuraChilensis_v1_contig_2620,developmental processes
PiuraChilensis_v1_contig_11463,other metabolic processes
PiuraChilensis_v1_contig_299,developmental processes
PiuraChilensis_v1_contig_6506,RNA metabolism
PiuraChilensis_v1_contig_5817,signal transduction
PiuraChilensis_v1_contig_3474,DNA metabolism
PiuraChilensis_v1_contig_1568,transport
PiuraChilensis_v1_contig_7371,DNA metabolism
PiuraChilensis_v1_contig_7751,signal transduction
PiuraChilensis_v1_contig_14515,developmental processes
PiuraChilensis_v1_contig_2728,other biological processes
PiuraChilensis_v1_contig_1214,protein metabolism
PiuraChilensis_v1_contig_4004,protein metabolism
PiuraChilensis_v1_contig_4803,developmental processes
PiuraChilensis_v1_contig_9305,other metabolic processes
PiuraChilensis_v1_contig_3585,cell organization and biogenesis
PiuraChilensis_v1_contig_64,cell adhesion
PiuraChilensis_v1_contig_2406,transport
PiuraChilensis_v1_contig_8126,stress response
PiuraChilensis_v1_contig_393,transport
PiuraChilensis_v1_contig_12412,RNA metabolism
PiuraChilensis_v1_contig_3740,signal transduction
PiuraChilensis_v1_contig_7231,cell organization and biogenesis
PiuraChilensis_v1_contig_798,signal transduction
PiuraChilensis_v1_contig_7198,protein metabolism
PiuraChilensis_v1_contig_4958,RNA metabolism
PiuraChilensis_v1_contig_13222,stress response
PiuraChilensis_v1_contig_13367,other metabolic processes
PiuraChilensis_v1_contig_11326,other metabolic processes
PiuraChilensis_v1_contig_3785,other metabolic processes
PiuraChilensis_v1_contig_2137,transport
PiuraChilensis_v1_contig_5984,signal transduction
PiuraChilensis_v1_contig_4811,cell cycle and proliferation
PiuraChilensis_v1_contig_11609,cell organization and biogenesis
PiuraChilensis_v1_contig_3127,other metabolic processes
PiuraChilensis_v1_contig_6552,signal transduction
PiuraChilensis_v1_contig_1984,protein metabolism
PiuraChilensis_v1_contig_10425,developmental processes
PiuraChilensis_v1_contig_4317,signal transduction
PiuraChilensis_v1_contig_2904,protein metabolism
PiuraChilensis_v1_contig_6664,other metabolic processes
PiuraChilensis_v1_contig_4465,other metabolic processes
PiuraChilensis_v1_contig_8937,protein metabolism
PiuraChilensis_v1_contig_1089,RNA metabolism
PiuraChilensis_v1_contig_4147,protein metabolism
PiuraChilensis_v1_contig_9994,transport
PiuraChilensis_v1_contig_2102,other biological processes
PiuraChilensis_v1_contig_1067,RNA metabolism
PiuraChilensis_v1_contig_6045,death
PiuraChilensis_v1_contig_659,developmental processes
PiuraChilensis_v1_contig_691,other metabolic processes
PiuraChilensis_v1_contig_10061,RNA metabolism
PiuraChilensis_v1_contig_11166,signal transduction
PiuraChilensis_v1_contig_3350,signal transduction
PiuraChilensis_v1_contig_10680,signal transduction
PiuraChilensis_v1_contig_7790,protein metabolism
PiuraChilensis_v1_contig_7377,other metabolic processes
PiuraChilensis_v1_contig_6488,RNA metabolism
PiuraChilensis_v1_contig_10182,other metabolic processes
PiuraChilensis_v1_contig_11794,cell organization and biogenesis
PiuraChilensis_v1_contig_1407,signal transduction
PiuraChilensis_v1_contig_10529,DNA metabolism
PiuraChilensis_v1_contig_32,other metabolic processes
PiuraChilensis_v1_contig_10953,signal transduction
PiuraChilensis_v1_contig_12413,protein metabolism
PiuraChilensis_v1_contig_2533,other metabolic processes
PiuraChilensis_v1_contig_2565,cell adhesion
PiuraChilensis_v1_contig_11016,other biological processes
PiuraChilensis_v1_contig_6045,stress response
PiuraChilensis_v1_contig_11266,stress response
PiuraChilensis_v1_contig_6827,transport
PiuraChilensis_v1_contig_10042,signal transduction
PiuraChilensis_v1_contig_5905,protein metabolism
PiuraChilensis_v1_contig_12614,cell-cell signaling
PiuraChilensis_v1_contig_9603,protein metabolism
PiuraChilensis_v1_contig_6667,signal transduction
PiuraChilensis_v1_contig_6975,other metabolic processes
PiuraChilensis_v1_contig_13084,other metabolic processes
PiuraChilensis_v1_contig_8157,signal transduction
PiuraChilensis_v1_contig_13954,stress response
PiuraChilensis_v1_contig_11361,other biological processes
PiuraChilensis_v1_contig_11767,protein metabolism
PiuraChilensis_v1_contig_8633,death
PiuraChilensis_v1_contig_13892,RNA metabolism
PiuraChilensis_v1_contig_2778,signal transduction
PiuraChilensis_v1_contig_6443,other biological processes
PiuraChilensis_v1_contig_13986,cell adhesion
PiuraChilensis_v1_contig_6908,stress response
PiuraChilensis_v1_contig_6953,transport
PiuraChilensis_v1_contig_6502,other metabolic processes
PiuraChilensis_v1_contig_6464,protein metabolism
PiuraChilensis_v1_contig_11997,RNA metabolism
PiuraChilensis_v1_contig_10245,cell adhesion
PiuraChilensis_v1_contig_3130,other metabolic processes
PiuraChilensis_v1_contig_3294,developmental processes
PiuraChilensis_v1_contig_6120,RNA metabolism
PiuraChilensis_v1_contig_11990,cell adhesion
PiuraChilensis_v1_contig_12973,other biological processes
PiuraChilensis_v1_contig_6322,other metabolic processes
PiuraChilensis_v1_contig_12318,RNA metabolism
PiuraChilensis_v1_contig_12836,protein metabolism
PiuraChilensis_v1_contig_10332,cell cycle and proliferation
PiuraChilensis_v1_contig_10957,cell cycle and proliferation
PiuraChilensis_v1_contig_11958,other metabolic processes
PiuraChilensis_v1_contig_8336,transport
PiuraChilensis_v1_contig_5781,cell organization and biogenesis
PiuraChilensis_v1_contig_7207,cell organization and biogenesis
PiuraChilensis_v1_contig_1935,developmental processes
PiuraChilensis_v1_contig_7954,other biological processes
PiuraChilensis_v1_contig_819,other metabolic processes
PiuraChilensis_v1_contig_7282,cell cycle and proliferation
PiuraChilensis_v1_contig_7160,death
PiuraChilensis_v1_contig_5870,DNA metabolism
PiuraChilensis_v1_contig_636,developmental processes
PiuraChilensis_v1_contig_9153,cell organization and biogenesis
PiuraChilensis_v1_contig_10015,other metabolic processes
PiuraChilensis_v1_contig_4935,DNA metabolism
PiuraChilensis_v1_contig_6398,other biological processes
PiuraChilensis_v1_contig_2906,other metabolic processes
PiuraChilensis_v1_contig_54,cell organization and biogenesis
PiuraChilensis_v1_contig_4093,transport
PiuraChilensis_v1_contig_9140,other biological processes
PiuraChilensis_v1_contig_10350,other metabolic processes
PiuraChilensis_v1_contig_10454,cell organization and biogenesis
PiuraChilensis_v1_contig_14599,signal transduction
PiuraChilensis_v1_contig_14138,developmental processes
PiuraChilensis_v1_contig_12653,other biological processes
PiuraChilensis_v1_contig_2249,protein metabolism
PiuraChilensis_v1_contig_145,protein metabolism
PiuraChilensis_v1_contig_8346,cell cycle and proliferation
PiuraChilensis_v1_contig_12674,protein metabolism
PiuraChilensis_v1_contig_11368,signal transduction
PiuraChilensis_v1_contig_4553,protein metabolism
PiuraChilensis_v1_contig_4268,cell cycle and proliferation
PiuraChilensis_v1_contig_838,signal transduction
PiuraChilensis_v1_contig_3903,cell organization and biogenesis
PiuraChilensis_v1_contig_8564,developmental processes
PiuraChilensis_v1_contig_2060,cell-cell signaling
PiuraChilensis_v1_contig_12567,other metabolic processes
PiuraChilensis_v1_contig_8163,cell organization and biogenesis
PiuraChilensis_v1_contig_8790,other metabolic processes
PiuraChilensis_v1_contig_11931,protein metabolism
PiuraChilensis_v1_contig_1738,cell organization and biogenesis
PiuraChilensis_v1_contig_170,stress response
PiuraChilensis_v1_contig_3611,cell organization and biogenesis
PiuraChilensis_v1_contig_4238,stress response
PiuraChilensis_v1_contig_10957,developmental processes
PiuraChilensis_v1_contig_3167,protein metabolism
PiuraChilensis_v1_contig_13045,signal transduction
PiuraChilensis_v1_contig_10781,other metabolic processes
PiuraChilensis_v1_contig_6493,other metabolic processes
PiuraChilensis_v1_contig_4329,developmental processes
PiuraChilensis_v1_contig_1250,other biological processes
PiuraChilensis_v1_contig_5604,RNA metabolism
PiuraChilensis_v1_contig_1706,other biological processes
PiuraChilensis_v1_contig_4591,other metabolic processes
PiuraChilensis_v1_contig_14853,cell organization and biogenesis
PiuraChilensis_v1_contig_5085,DNA metabolism
PiuraChilensis_v1_contig_6156,other metabolic processes
PiuraChilensis_v1_contig_3736,other biological processes
PiuraChilensis_v1_contig_1600,other metabolic processes
PiuraChilensis_v1_contig_427,protein metabolism
PiuraChilensis_v1_contig_1991,DNA metabolism
PiuraChilensis_v1_contig_659,cell adhesion
PiuraChilensis_v1_contig_10322,other metabolic processes
PiuraChilensis_v1_contig_3962,signal transduction
PiuraChilensis_v1_contig_9793,other metabolic processes
PiuraChilensis_v1_contig_10426,other biological processes
PiuraChilensis_v1_contig_5031,other biological processes
PiuraChilensis_v1_contig_3724,cell organization and biogenesis
PiuraChilensis_v1_contig_6729,cell-cell signaling
PiuraChilensis_v1_contig_156,RNA metabolism
PiuraChilensis_v1_contig_11353,RNA metabolism
PiuraChilensis_v1_contig_3382,death
PiuraChilensis_v1_contig_14484,cell organization and biogenesis
PiuraChilensis_v1_contig_1968,stress response
PiuraChilensis_v1_contig_9970,other biological processes
PiuraChilensis_v1_contig_7133,other biological processes
PiuraChilensis_v1_contig_6137,other biological processes
PiuraChilensis_v1_contig_1527,stress response
PiuraChilensis_v1_contig_10343,other biological processes
PiuraChilensis_v1_contig_9293,other biological processes
PiuraChilensis_v1_contig_1125,signal transduction
PiuraChilensis_v1_contig_11216,other biological processes
PiuraChilensis_v1_contig_4690,signal transduction
PiuraChilensis_v1_contig_8803,other biological processes
PiuraChilensis_v1_contig_5877,other biological processes
PiuraChilensis_v1_contig_450,signal transduction
PiuraChilensis_v1_contig_5221,transport
PiuraChilensis_v1_contig_13070,other biological processes
PiuraChilensis_v1_contig_11159,other metabolic processes
PiuraChilensis_v1_contig_638,other biological processes
PiuraChilensis_v1_contig_13726,cell cycle and proliferation
PiuraChilensis_v1_contig_12185,cell adhesion
PiuraChilensis_v1_contig_4195,other biological processes
PiuraChilensis_v1_contig_2742,other metabolic processes
PiuraChilensis_v1_contig_7636,transport
PiuraChilensis_v1_contig_9603,other biological processes
PiuraChilensis_v1_contig_12042,RNA metabolism
PiuraChilensis_v1_contig_6903,cell organization and biogenesis
PiuraChilensis_v1_contig_7629,RNA metabolism
PiuraChilensis_v1_contig_5725,developmental processes
PiuraChilensis_v1_contig_2855,other biological processes
PiuraChilensis_v1_contig_7678,protein metabolism
PiuraChilensis_v1_contig_9157,other metabolic processes
PiuraChilensis_v1_contig_9519,other biological processes
PiuraChilensis_v1_contig_3245,protein metabolism
PiuraChilensis_v1_contig_7203,other biological processes
PiuraChilensis_v1_contig_11937,RNA metabolism
PiuraChilensis_v1_contig_4646,RNA metabolism
PiuraChilensis_v1_contig_3638,cell organization and biogenesis
PiuraChilensis_v1_contig_6982,cell organization and biogenesis
PiuraChilensis_v1_contig_13543,RNA metabolism
PiuraChilensis_v1_contig_2965,other biological processes
PiuraChilensis_v1_contig_257,other metabolic processes
PiuraChilensis_v1_contig_8764,protein metabolism
PiuraChilensis_v1_contig_9751,signal transduction
PiuraChilensis_v1_contig_6923,other metabolic processes
PiuraChilensis_v1_contig_10463,protein metabolism
PiuraChilensis_v1_contig_10068,other metabolic processes
PiuraChilensis_v1_contig_3504,other biological processes
PiuraChilensis_v1_contig_10775,cell organization and biogenesis
PiuraChilensis_v1_contig_8707,transport
PiuraChilensis_v1_contig_10103,other metabolic processes
PiuraChilensis_v1_contig_5984,developmental processes
PiuraChilensis_v1_contig_4812,other biological processes
PiuraChilensis_v1_contig_8337,RNA metabolism
PiuraChilensis_v1_contig_2380,protein metabolism
PiuraChilensis_v1_contig_9729,other metabolic processes
PiuraChilensis_v1_contig_6488,cell organization and biogenesis
PiuraChilensis_v1_contig_1947,other metabolic processes
PiuraChilensis_v1_contig_6410,cell organization and biogenesis
PiuraChilensis_v1_contig_105,protein metabolism
PiuraChilensis_v1_contig_9476,other biological processes
PiuraChilensis_v1_contig_4163,other biological processes
PiuraChilensis_v1_contig_8594,RNA metabolism
PiuraChilensis_v1_contig_11103,cell-cell signaling
PiuraChilensis_v1_contig_8144,cell adhesion
PiuraChilensis_v1_contig_117,other metabolic processes
PiuraChilensis_v1_contig_11290,protein metabolism
PiuraChilensis_v1_contig_4690,RNA metabolism
PiuraChilensis_v1_contig_8831,RNA metabolism
PiuraChilensis_v1_contig_10644,RNA metabolism
PiuraChilensis_v1_contig_7987,developmental processes
PiuraChilensis_v1_contig_4363,protein metabolism
PiuraChilensis_v1_contig_6241,cell organization and biogenesis
PiuraChilensis_v1_contig_13505,other biological processes
PiuraChilensis_v1_contig_5732,cell cycle and proliferation
PiuraChilensis_v1_contig_2137,other biological processes
PiuraChilensis_v1_contig_13152,other biological processes
PiuraChilensis_v1_contig_3873,stress response
PiuraChilensis_v1_contig_900,protein metabolism
PiuraChilensis_v1_contig_5025,transport
PiuraChilensis_v1_contig_5555,other metabolic processes
PiuraChilensis_v1_contig_14230,other biological processes
PiuraChilensis_v1_contig_195,protein metabolism
PiuraChilensis_v1_contig_2932,cell organization and biogenesis
PiuraChilensis_v1_contig_1988,other metabolic processes
PiuraChilensis_v1_contig_2158,other metabolic processes
PiuraChilensis_v1_contig_10997,other biological processes
PiuraChilensis_v1_contig_6347,cell cycle and proliferation
PiuraChilensis_v1_contig_12254,transport
PiuraChilensis_v1_contig_11025,other biological processes
PiuraChilensis_v1_contig_3494,developmental processes
PiuraChilensis_v1_contig_10461,signal transduction
PiuraChilensis_v1_contig_4685,protein metabolism
PiuraChilensis_v1_contig_10149,other metabolic processes
PiuraChilensis_v1_contig_5386,other metabolic processes
PiuraChilensis_v1_contig_5668,protein metabolism
PiuraChilensis_v1_contig_7207,signal transduction
PiuraChilensis_v1_contig_5662,cell adhesion
PiuraChilensis_v1_contig_260,death
PiuraChilensis_v1_contig_795,other biological processes
PiuraChilensis_v1_contig_2478,other metabolic processes
PiuraChilensis_v1_contig_7640,other metabolic processes
PiuraChilensis_v1_contig_253,other biological processes
PiuraChilensis_v1_contig_5729,other biological processes
PiuraChilensis_v1_contig_8624,other biological processes
PiuraChilensis_v1_contig_13811,cell adhesion
PiuraChilensis_v1_contig_10924,cell-cell signaling
PiuraChilensis_v1_contig_568,protein metabolism
PiuraChilensis_v1_contig_2628,transport
PiuraChilensis_v1_contig_2485,other biological processes
PiuraChilensis_v1_contig_2789,developmental processes
PiuraChilensis_v1_contig_8369,other biological processes
PiuraChilensis_v1_contig_4303,signal transduction
PiuraChilensis_v1_contig_14306,other metabolic processes
PiuraChilensis_v1_contig_13459,other biological processes
PiuraChilensis_v1_contig_2796,other metabolic processes
PiuraChilensis_v1_contig_2923,signal transduction
PiuraChilensis_v1_contig_11957,developmental processes
PiuraChilensis_v1_contig_9988,other metabolic processes
PiuraChilensis_v1_contig_2471,cell organization and biogenesis
PiuraChilensis_v1_contig_4998,stress response
PiuraChilensis_v1_contig_6095,other biological processes
PiuraChilensis_v1_contig_12665,signal transduction
PiuraChilensis_v1_contig_9890,DNA metabolism
PiuraChilensis_v1_contig_12676,other biological processes
PiuraChilensis_v1_contig_4502,other biological processes
PiuraChilensis_v1_contig_6465,stress response
PiuraChilensis_v1_contig_9220,signal transduction
PiuraChilensis_v1_contig_2391,other biological processes
PiuraChilensis_v1_contig_4217,cell organization and biogenesis
PiuraChilensis_v1_contig_3030,signal transduction
PiuraChilensis_v1_contig_11024,RNA metabolism
PiuraChilensis_v1_contig_10027,protein metabolism
PiuraChilensis_v1_contig_4931,protein metabolism
PiuraChilensis_v1_contig_1022,other biological processes
PiuraChilensis_v1_contig_4352,cell cycle and proliferation
PiuraChilensis_v1_contig_5471,transport
PiuraChilensis_v1_contig_11989,other metabolic processes
PiuraChilensis_v1_contig_5052,signal transduction
PiuraChilensis_v1_contig_64,protein metabolism
PiuraChilensis_v1_contig_3154,RNA metabolism
PiuraChilensis_v1_contig_6626,other biological processes
PiuraChilensis_v1_contig_4484,signal transduction
PiuraChilensis_v1_contig_3202,other metabolic processes
