Column1,Column2,Column1,Column2
PiuraChilensis_v1_contig_9076,0.484501,PiuraChilensis_v1_contig_9076,RNA metabolism
PiuraChilensis_v1_contig_9076,0.484501,PiuraChilensis_v1_contig_9076,cell organization and biogenesis
PiuraChilensis_v1_contig_9076,0.484501,PiuraChilensis_v1_contig_9076,developmental processes
PiuraChilensis_v1_contig_9077,1.24705,,
PiuraChilensis_v1_contig_9078,0.880693,,
PiuraChilensis_v1_contig_9079,0.967837,PiuraChilensis_v1_contig_9079,other biological processes
PiuraChilensis_v1_contig_908,1.08876,PiuraChilensis_v1_contig_908,RNA metabolism
PiuraChilensis_v1_contig_9080,0.778962,PiuraChilensis_v1_contig_9080,RNA metabolism
PiuraChilensis_v1_contig_9080,0.778962,PiuraChilensis_v1_contig_9080,cell cycle and proliferation
PiuraChilensis_v1_contig_9080,0.778962,PiuraChilensis_v1_contig_9080,cell organization and biogenesis
PiuraChilensis_v1_contig_9080,0.778962,PiuraChilensis_v1_contig_9080,death
PiuraChilensis_v1_contig_9080,0.778962,PiuraChilensis_v1_contig_9080,developmental processes
PiuraChilensis_v1_contig_9080,0.778962,PiuraChilensis_v1_contig_9080,other biological processes
PiuraChilensis_v1_contig_9080,0.778962,PiuraChilensis_v1_contig_9080,protein metabolism
PiuraChilensis_v1_contig_9081,0.980103,,
PiuraChilensis_v1_contig_9082,0.66721,,
PiuraChilensis_v1_contig_9083,0.405078,PiuraChilensis_v1_contig_9083,RNA metabolism
PiuraChilensis_v1_contig_9083,0.405078,PiuraChilensis_v1_contig_9083,cell cycle and proliferation
PiuraChilensis_v1_contig_9083,0.405078,PiuraChilensis_v1_contig_9083,cell organization and biogenesis
PiuraChilensis_v1_contig_9083,0.405078,PiuraChilensis_v1_contig_9083,developmental processes
PiuraChilensis_v1_contig_9083,0.405078,PiuraChilensis_v1_contig_9083,other biological processes
PiuraChilensis_v1_contig_9083,0.405078,PiuraChilensis_v1_contig_9083,stress response
PiuraChilensis_v1_contig_9084,0.493335,,
PiuraChilensis_v1_contig_9085,1.19955,PiuraChilensis_v1_contig_9085,other biological processes
PiuraChilensis_v1_contig_9085,1.19955,PiuraChilensis_v1_contig_9085,other metabolic processes
PiuraChilensis_v1_contig_9085,1.19955,PiuraChilensis_v1_contig_9085,signal transduction
PiuraChilensis_v1_contig_9086,1.37643,PiuraChilensis_v1_contig_9086,cell organization and biogenesis
PiuraChilensis_v1_contig_9086,1.37643,PiuraChilensis_v1_contig_9086,other metabolic processes
PiuraChilensis_v1_contig_9086,1.37643,PiuraChilensis_v1_contig_9086,protein metabolism
PiuraChilensis_v1_contig_9087,0.762827,PiuraChilensis_v1_contig_9087,other biological processes
PiuraChilensis_v1_contig_9088,1.16166,,
PiuraChilensis_v1_contig_9089,1.02158,PiuraChilensis_v1_contig_9089,cell cycle and proliferation
PiuraChilensis_v1_contig_9089,1.02158,PiuraChilensis_v1_contig_9089,cell organization and biogenesis
PiuraChilensis_v1_contig_9089,1.02158,PiuraChilensis_v1_contig_9089,other biological processes
PiuraChilensis_v1_contig_9089,1.02158,PiuraChilensis_v1_contig_9089,other metabolic processes
PiuraChilensis_v1_contig_909,1.42963,,
PiuraChilensis_v1_contig_9090,0.603156,PiuraChilensis_v1_contig_9090,transport
PiuraChilensis_v1_contig_9091,0.693974,PiuraChilensis_v1_contig_9091,DNA metabolism
PiuraChilensis_v1_contig_9091,0.693974,PiuraChilensis_v1_contig_9091,cell cycle and proliferation
PiuraChilensis_v1_contig_9091,0.693974,PiuraChilensis_v1_contig_9091,cell organization and biogenesis
PiuraChilensis_v1_contig_9091,0.693974,PiuraChilensis_v1_contig_9091,other biological processes
PiuraChilensis_v1_contig_9091,0.693974,PiuraChilensis_v1_contig_9091,stress response
PiuraChilensis_v1_contig_9092,0.513345,,
PiuraChilensis_v1_contig_9093,0.934233,,
PiuraChilensis_v1_contig_9094,0.996804,,
PiuraChilensis_v1_contig_9095,0.997298,PiuraChilensis_v1_contig_9095,developmental processes
PiuraChilensis_v1_contig_9095,0.997298,PiuraChilensis_v1_contig_9095,other biological processes
PiuraChilensis_v1_contig_9095,0.997298,PiuraChilensis_v1_contig_9095,transport
PiuraChilensis_v1_contig_9096,0.453135,,
PiuraChilensis_v1_contig_9097,0.890528,,
PiuraChilensis_v1_contig_9098,1.01023,PiuraChilensis_v1_contig_9098,cell organization and biogenesis
PiuraChilensis_v1_contig_9098,1.01023,PiuraChilensis_v1_contig_9098,transport
PiuraChilensis_v1_contig_9099,1.2484,,
PiuraChilensis_v1_contig_91,1.00841,PiuraChilensis_v1_contig_91,cell cycle and proliferation
PiuraChilensis_v1_contig_91,1.00841,PiuraChilensis_v1_contig_91,cell organization and biogenesis
PiuraChilensis_v1_contig_91,1.00841,PiuraChilensis_v1_contig_91,developmental processes
PiuraChilensis_v1_contig_91,1.00841,PiuraChilensis_v1_contig_91,other biological processes
PiuraChilensis_v1_contig_91,1.00841,PiuraChilensis_v1_contig_91,signal transduction
PiuraChilensis_v1_contig_910,0.807774,PiuraChilensis_v1_contig_910,RNA metabolism
PiuraChilensis_v1_contig_910,0.807774,PiuraChilensis_v1_contig_910,other metabolic processes
PiuraChilensis_v1_contig_910,0.807774,PiuraChilensis_v1_contig_910,transport
PiuraChilensis_v1_contig_9100,0.524737,PiuraChilensis_v1_contig_9100,cell organization and biogenesis
PiuraChilensis_v1_contig_9100,0.524737,PiuraChilensis_v1_contig_9100,other biological processes
PiuraChilensis_v1_contig_9100,0.524737,PiuraChilensis_v1_contig_9100,signal transduction
PiuraChilensis_v1_contig_9100,0.524737,PiuraChilensis_v1_contig_9100,transport
PiuraChilensis_v1_contig_9101,0.916202,PiuraChilensis_v1_contig_9101,other metabolic processes
PiuraChilensis_v1_contig_9101,0.916202,PiuraChilensis_v1_contig_9101,protein metabolism
PiuraChilensis_v1_contig_9102,0.558784,PiuraChilensis_v1_contig_9102,other metabolic processes
PiuraChilensis_v1_contig_9102,0.558784,PiuraChilensis_v1_contig_9102,protein metabolism
PiuraChilensis_v1_contig_9103,1.00576,PiuraChilensis_v1_contig_9103,other biological processes
PiuraChilensis_v1_contig_9104,1.03559,,
PiuraChilensis_v1_contig_9105,0.940911,PiuraChilensis_v1_contig_9105,other metabolic processes
PiuraChilensis_v1_contig_9106,0.878243,,
PiuraChilensis_v1_contig_9107,0.763265,PiuraChilensis_v1_contig_9107,cell organization and biogenesis
PiuraChilensis_v1_contig_9107,0.763265,PiuraChilensis_v1_contig_9107,other metabolic processes
PiuraChilensis_v1_contig_9108,0.436506,,
PiuraChilensis_v1_contig_9109,1.23199,PiuraChilensis_v1_contig_9109,cell-cell signaling
PiuraChilensis_v1_contig_9109,1.23199,PiuraChilensis_v1_contig_9109,other biological processes
PiuraChilensis_v1_contig_9109,1.23199,PiuraChilensis_v1_contig_9109,other metabolic processes
PiuraChilensis_v1_contig_9109,1.23199,PiuraChilensis_v1_contig_9109,signal transduction
PiuraChilensis_v1_contig_9109,1.23199,PiuraChilensis_v1_contig_9109,stress response
PiuraChilensis_v1_contig_911,0.829396,PiuraChilensis_v1_contig_911,other biological processes
PiuraChilensis_v1_contig_9110,1.19275,PiuraChilensis_v1_contig_9110,cell organization and biogenesis
PiuraChilensis_v1_contig_9110,1.19275,PiuraChilensis_v1_contig_9110,developmental processes
PiuraChilensis_v1_contig_9110,1.19275,PiuraChilensis_v1_contig_9110,protein metabolism
PiuraChilensis_v1_contig_9110,1.19275,PiuraChilensis_v1_contig_9110,signal transduction
PiuraChilensis_v1_contig_9110,1.19275,PiuraChilensis_v1_contig_9110,stress response
PiuraChilensis_v1_contig_9111,0.970245,,
PiuraChilensis_v1_contig_9112,0.855852,,
PiuraChilensis_v1_contig_9113,0.691369,PiuraChilensis_v1_contig_9113,other biological processes
PiuraChilensis_v1_contig_9114,0.91108,PiuraChilensis_v1_contig_9114,RNA metabolism
PiuraChilensis_v1_contig_9115,0.650938,PiuraChilensis_v1_contig_9115,other biological processes
PiuraChilensis_v1_contig_9116,0.780005,PiuraChilensis_v1_contig_9116,developmental processes
PiuraChilensis_v1_contig_9116,0.780005,PiuraChilensis_v1_contig_9116,other metabolic processes
PiuraChilensis_v1_contig_9117,0.579021,,
PiuraChilensis_v1_contig_9118,0.505496,PiuraChilensis_v1_contig_9118,RNA metabolism
PiuraChilensis_v1_contig_9118,0.505496,PiuraChilensis_v1_contig_9118,cell organization and biogenesis
PiuraChilensis_v1_contig_9118,0.505496,PiuraChilensis_v1_contig_9118,protein metabolism
PiuraChilensis_v1_contig_9119,0.627711,,
PiuraChilensis_v1_contig_912,0.841797,PiuraChilensis_v1_contig_912,cell adhesion
PiuraChilensis_v1_contig_912,0.841797,PiuraChilensis_v1_contig_912,cell cycle and proliferation
PiuraChilensis_v1_contig_912,0.841797,PiuraChilensis_v1_contig_912,other biological processes
PiuraChilensis_v1_contig_912,0.841797,PiuraChilensis_v1_contig_912,other metabolic processes
PiuraChilensis_v1_contig_9120,1.03579,PiuraChilensis_v1_contig_9120,cell cycle and proliferation
PiuraChilensis_v1_contig_9120,1.03579,PiuraChilensis_v1_contig_9120,cell organization and biogenesis
PiuraChilensis_v1_contig_9120,1.03579,PiuraChilensis_v1_contig_9120,developmental processes
PiuraChilensis_v1_contig_9120,1.03579,PiuraChilensis_v1_contig_9120,other biological processes
PiuraChilensis_v1_contig_9120,1.03579,PiuraChilensis_v1_contig_9120,protein metabolism
PiuraChilensis_v1_contig_9120,1.03579,PiuraChilensis_v1_contig_9120,signal transduction
PiuraChilensis_v1_contig_9121,0.788495,,
PiuraChilensis_v1_contig_9122,0.843331,,
PiuraChilensis_v1_contig_9123,0.988078,,
PiuraChilensis_v1_contig_9124,1.05157,,
PiuraChilensis_v1_contig_9125,1.08402,PiuraChilensis_v1_contig_9125,other metabolic processes
PiuraChilensis_v1_contig_9125,1.08402,PiuraChilensis_v1_contig_9125,protein metabolism
PiuraChilensis_v1_contig_9126,0.630405,PiuraChilensis_v1_contig_9126,cell-cell signaling
PiuraChilensis_v1_contig_9126,0.630405,PiuraChilensis_v1_contig_9126,other biological processes
PiuraChilensis_v1_contig_9126,0.630405,PiuraChilensis_v1_contig_9126,other metabolic processes
PiuraChilensis_v1_contig_9126,0.630405,PiuraChilensis_v1_contig_9126,signal transduction
PiuraChilensis_v1_contig_9126,0.630405,PiuraChilensis_v1_contig_9126,transport
PiuraChilensis_v1_contig_9127,0.497764,PiuraChilensis_v1_contig_9127,other metabolic processes
PiuraChilensis_v1_contig_9128,0.941016,PiuraChilensis_v1_contig_9128,developmental processes
PiuraChilensis_v1_contig_9128,0.941016,PiuraChilensis_v1_contig_9128,other metabolic processes
PiuraChilensis_v1_contig_9129,0.621276,,
PiuraChilensis_v1_contig_913,0.622581,PiuraChilensis_v1_contig_913,RNA metabolism
PiuraChilensis_v1_contig_9130,0.71873,PiuraChilensis_v1_contig_9130,other biological processes
PiuraChilensis_v1_contig_9131,0.861739,PiuraChilensis_v1_contig_9131,RNA metabolism
PiuraChilensis_v1_contig_9131,0.861739,PiuraChilensis_v1_contig_9131,cell adhesion
PiuraChilensis_v1_contig_9131,0.861739,PiuraChilensis_v1_contig_9131,cell-cell signaling
PiuraChilensis_v1_contig_9131,0.861739,PiuraChilensis_v1_contig_9131,developmental processes
PiuraChilensis_v1_contig_9131,0.861739,PiuraChilensis_v1_contig_9131,other biological processes
PiuraChilensis_v1_contig_9131,0.861739,PiuraChilensis_v1_contig_9131,signal transduction
PiuraChilensis_v1_contig_9132,1.0929,,
PiuraChilensis_v1_contig_9133,0.937113,PiuraChilensis_v1_contig_9133,cell organization and biogenesis
PiuraChilensis_v1_contig_9133,0.937113,PiuraChilensis_v1_contig_9133,other biological processes
PiuraChilensis_v1_contig_9134,0.549231,PiuraChilensis_v1_contig_9134,other biological processes
PiuraChilensis_v1_contig_9135,0.65402,PiuraChilensis_v1_contig_9135,protein metabolism
PiuraChilensis_v1_contig_9136,0.789288,,
PiuraChilensis_v1_contig_9137,0.705241,,
PiuraChilensis_v1_contig_9138,0.92787,PiuraChilensis_v1_contig_9138,protein metabolism
PiuraChilensis_v1_contig_9139,0.917121,PiuraChilensis_v1_contig_9139,other metabolic processes
PiuraChilensis_v1_contig_914,1.14162,PiuraChilensis_v1_contig_914,death
PiuraChilensis_v1_contig_9140,0.597976,PiuraChilensis_v1_contig_9140,other biological processes
PiuraChilensis_v1_contig_9140,0.597976,PiuraChilensis_v1_contig_9140,transport
PiuraChilensis_v1_contig_9141,0.646905,,
PiuraChilensis_v1_contig_9142,0.971703,,
PiuraChilensis_v1_contig_9143,0.975549,PiuraChilensis_v1_contig_9143,other metabolic processes
PiuraChilensis_v1_contig_9143,0.975549,PiuraChilensis_v1_contig_9143,transport
PiuraChilensis_v1_contig_9144,0.768157,,
PiuraChilensis_v1_contig_9145,0.836129,PiuraChilensis_v1_contig_9145,other biological processes
PiuraChilensis_v1_contig_9146,0.513396,PiuraChilensis_v1_contig_9146,transport
PiuraChilensis_v1_contig_9147,0.591077,,
PiuraChilensis_v1_contig_9148,0.699747,,
PiuraChilensis_v1_contig_9149,0.669492,,
PiuraChilensis_v1_contig_915,0.644566,PiuraChilensis_v1_contig_915,other biological processes
PiuraChilensis_v1_contig_915,0.644566,PiuraChilensis_v1_contig_915,protein metabolism
PiuraChilensis_v1_contig_915,0.644566,PiuraChilensis_v1_contig_915,stress response
PiuraChilensis_v1_contig_915,0.644566,PiuraChilensis_v1_contig_915,transport
PiuraChilensis_v1_contig_9150,0.805448,,
PiuraChilensis_v1_contig_9151,1.43789,,
PiuraChilensis_v1_contig_9152,1.04481,PiuraChilensis_v1_contig_9152,other metabolic processes
PiuraChilensis_v1_contig_9152,1.04481,PiuraChilensis_v1_contig_9152,protein metabolism
PiuraChilensis_v1_contig_9153,0.680721,PiuraChilensis_v1_contig_9153,RNA metabolism
PiuraChilensis_v1_contig_9153,0.680721,PiuraChilensis_v1_contig_9153,cell organization and biogenesis
PiuraChilensis_v1_contig_9153,0.680721,PiuraChilensis_v1_contig_9153,other biological processes
PiuraChilensis_v1_contig_9153,0.680721,PiuraChilensis_v1_contig_9153,other metabolic processes
PiuraChilensis_v1_contig_9154,0.573927,,
PiuraChilensis_v1_contig_9155,0.65153,,
PiuraChilensis_v1_contig_9156,0.791288,PiuraChilensis_v1_contig_9156,other metabolic processes
PiuraChilensis_v1_contig_9157,0.773926,PiuraChilensis_v1_contig_9157,other biological processes
PiuraChilensis_v1_contig_9157,0.773926,PiuraChilensis_v1_contig_9157,other metabolic processes
PiuraChilensis_v1_contig_9158,0.364674,PiuraChilensis_v1_contig_9158,other biological processes
PiuraChilensis_v1_contig_9159,0.415416,PiuraChilensis_v1_contig_9159,developmental processes
PiuraChilensis_v1_contig_9159,0.415416,PiuraChilensis_v1_contig_9159,other biological processes
PiuraChilensis_v1_contig_9159,0.415416,PiuraChilensis_v1_contig_9159,other metabolic processes
PiuraChilensis_v1_contig_9159,0.415416,PiuraChilensis_v1_contig_9159,protein metabolism
PiuraChilensis_v1_contig_916,0.661313,,
PiuraChilensis_v1_contig_9160,0.608961,PiuraChilensis_v1_contig_9160,RNA metabolism
PiuraChilensis_v1_contig_9160,0.608961,PiuraChilensis_v1_contig_9160,other metabolic processes
PiuraChilensis_v1_contig_9160,0.608961,PiuraChilensis_v1_contig_9160,signal transduction
PiuraChilensis_v1_contig_9161,1.03218,PiuraChilensis_v1_contig_9161,RNA metabolism
PiuraChilensis_v1_contig_9161,1.03218,PiuraChilensis_v1_contig_9161,developmental processes
PiuraChilensis_v1_contig_9161,1.03218,PiuraChilensis_v1_contig_9161,other biological processes
PiuraChilensis_v1_contig_9161,1.03218,PiuraChilensis_v1_contig_9161,signal transduction
PiuraChilensis_v1_contig_9162,0.826602,PiuraChilensis_v1_contig_9162,RNA metabolism
PiuraChilensis_v1_contig_9163,1.27437,,
PiuraChilensis_v1_contig_9164,0.660576,,
PiuraChilensis_v1_contig_9165,0.72226,,
PiuraChilensis_v1_contig_9166,0.897914,,
PiuraChilensis_v1_contig_9167,1.11643,PiuraChilensis_v1_contig_9167,cell organization and biogenesis
PiuraChilensis_v1_contig_9167,1.11643,PiuraChilensis_v1_contig_9167,cell-cell signaling
PiuraChilensis_v1_contig_9167,1.11643,PiuraChilensis_v1_contig_9167,developmental processes
PiuraChilensis_v1_contig_9167,1.11643,PiuraChilensis_v1_contig_9167,other biological processes
PiuraChilensis_v1_contig_9168,0.760083,,
PiuraChilensis_v1_contig_9169,0.723035,,
PiuraChilensis_v1_contig_917,0.618292,PiuraChilensis_v1_contig_917,RNA metabolism
PiuraChilensis_v1_contig_9170,0.436199,,
PiuraChilensis_v1_contig_9171,0.90176,PiuraChilensis_v1_contig_9171,other biological processes
PiuraChilensis_v1_contig_9171,0.90176,PiuraChilensis_v1_contig_9171,other metabolic processes
PiuraChilensis_v1_contig_9172,0.970571,PiuraChilensis_v1_contig_9172,other metabolic processes
PiuraChilensis_v1_contig_9172,0.970571,PiuraChilensis_v1_contig_9172,transport
PiuraChilensis_v1_contig_9173,0.909549,PiuraChilensis_v1_contig_9173,RNA metabolism
PiuraChilensis_v1_contig_9173,0.909549,PiuraChilensis_v1_contig_9173,other metabolic processes
PiuraChilensis_v1_contig_9174,0.855601,PiuraChilensis_v1_contig_9174,cell organization and biogenesis
PiuraChilensis_v1_contig_9174,0.855601,PiuraChilensis_v1_contig_9174,transport
PiuraChilensis_v1_contig_9175,0.563207,PiuraChilensis_v1_contig_9175,RNA metabolism
PiuraChilensis_v1_contig_9175,0.563207,PiuraChilensis_v1_contig_9175,developmental processes
PiuraChilensis_v1_contig_9175,0.563207,PiuraChilensis_v1_contig_9175,transport
PiuraChilensis_v1_contig_9176,1.08827,PiuraChilensis_v1_contig_9176,RNA metabolism
PiuraChilensis_v1_contig_9176,1.08827,PiuraChilensis_v1_contig_9176,cell cycle and proliferation
PiuraChilensis_v1_contig_9176,1.08827,PiuraChilensis_v1_contig_9176,cell organization and biogenesis
PiuraChilensis_v1_contig_9176,1.08827,PiuraChilensis_v1_contig_9176,death
PiuraChilensis_v1_contig_9176,1.08827,PiuraChilensis_v1_contig_9176,developmental processes
PiuraChilensis_v1_contig_9176,1.08827,PiuraChilensis_v1_contig_9176,other biological processes
PiuraChilensis_v1_contig_9176,1.08827,PiuraChilensis_v1_contig_9176,signal transduction
PiuraChilensis_v1_contig_9177,0.494583,,
PiuraChilensis_v1_contig_9178,0.734853,,
PiuraChilensis_v1_contig_9179,0.845848,,
PiuraChilensis_v1_contig_918,0.849851,,
PiuraChilensis_v1_contig_9180,0.724794,PiuraChilensis_v1_contig_9180,cell organization and biogenesis
PiuraChilensis_v1_contig_9180,0.724794,PiuraChilensis_v1_contig_9180,death
PiuraChilensis_v1_contig_9180,0.724794,PiuraChilensis_v1_contig_9180,other biological processes
PiuraChilensis_v1_contig_9180,0.724794,PiuraChilensis_v1_contig_9180,other metabolic processes
PiuraChilensis_v1_contig_9180,0.724794,PiuraChilensis_v1_contig_9180,signal transduction
PiuraChilensis_v1_contig_9180,0.724794,PiuraChilensis_v1_contig_9180,transport
PiuraChilensis_v1_contig_9181,1.04026,PiuraChilensis_v1_contig_9181,RNA metabolism
PiuraChilensis_v1_contig_9181,1.04026,PiuraChilensis_v1_contig_9181,cell organization and biogenesis
PiuraChilensis_v1_contig_9182,0.737393,,
PiuraChilensis_v1_contig_9183,0.550297,,
PiuraChilensis_v1_contig_9184,0.61981,,
PiuraChilensis_v1_contig_9185,0.963238,PiuraChilensis_v1_contig_9185,other biological processes
PiuraChilensis_v1_contig_9186,0.846249,,
PiuraChilensis_v1_contig_9187,0.893291,PiuraChilensis_v1_contig_9187,DNA metabolism
PiuraChilensis_v1_contig_9187,0.893291,PiuraChilensis_v1_contig_9187,RNA metabolism
PiuraChilensis_v1_contig_9187,0.893291,PiuraChilensis_v1_contig_9187,cell organization and biogenesis
PiuraChilensis_v1_contig_9187,0.893291,PiuraChilensis_v1_contig_9187,developmental processes
PiuraChilensis_v1_contig_9187,0.893291,PiuraChilensis_v1_contig_9187,other biological processes
PiuraChilensis_v1_contig_9187,0.893291,PiuraChilensis_v1_contig_9187,stress response
PiuraChilensis_v1_contig_9188,0.689287,PiuraChilensis_v1_contig_9188,RNA metabolism
PiuraChilensis_v1_contig_9188,0.689287,PiuraChilensis_v1_contig_9188,cell cycle and proliferation
PiuraChilensis_v1_contig_9188,0.689287,PiuraChilensis_v1_contig_9188,other biological processes
PiuraChilensis_v1_contig_9188,0.689287,PiuraChilensis_v1_contig_9188,other metabolic processes
PiuraChilensis_v1_contig_9188,0.689287,PiuraChilensis_v1_contig_9188,signal transduction
PiuraChilensis_v1_contig_9188,0.689287,PiuraChilensis_v1_contig_9188,transport
PiuraChilensis_v1_contig_9189,0.699361,PiuraChilensis_v1_contig_9189,protein metabolism
PiuraChilensis_v1_contig_919,0.537893,PiuraChilensis_v1_contig_919,RNA metabolism
PiuraChilensis_v1_contig_919,0.537893,PiuraChilensis_v1_contig_919,cell organization and biogenesis
PiuraChilensis_v1_contig_919,0.537893,PiuraChilensis_v1_contig_919,protein metabolism
PiuraChilensis_v1_contig_919,0.537893,PiuraChilensis_v1_contig_919,transport
PiuraChilensis_v1_contig_9190,1.10334,,
PiuraChilensis_v1_contig_9191,0.955298,PiuraChilensis_v1_contig_9191,signal transduction
PiuraChilensis_v1_contig_9191,0.955298,PiuraChilensis_v1_contig_9191,transport
PiuraChilensis_v1_contig_9192,1.20536,PiuraChilensis_v1_contig_9192,developmental processes
PiuraChilensis_v1_contig_9192,1.20536,PiuraChilensis_v1_contig_9192,signal transduction
PiuraChilensis_v1_contig_9193,0.883987,,
PiuraChilensis_v1_contig_9194,1.11858,PiuraChilensis_v1_contig_9194,cell organization and biogenesis
PiuraChilensis_v1_contig_9194,1.11858,PiuraChilensis_v1_contig_9194,developmental processes
PiuraChilensis_v1_contig_9194,1.11858,PiuraChilensis_v1_contig_9194,other biological processes
PiuraChilensis_v1_contig_9194,1.11858,PiuraChilensis_v1_contig_9194,other metabolic processes
PiuraChilensis_v1_contig_9194,1.11858,PiuraChilensis_v1_contig_9194,protein metabolism
PiuraChilensis_v1_contig_9194,1.11858,PiuraChilensis_v1_contig_9194,signal transduction
PiuraChilensis_v1_contig_9195,0.731744,PiuraChilensis_v1_contig_9195,RNA metabolism
PiuraChilensis_v1_contig_9196,0.876718,PiuraChilensis_v1_contig_9196,RNA metabolism
PiuraChilensis_v1_contig_9197,0.973051,PiuraChilensis_v1_contig_9197,cell cycle and proliferation
PiuraChilensis_v1_contig_9197,0.973051,PiuraChilensis_v1_contig_9197,other metabolic processes
PiuraChilensis_v1_contig_9197,0.973051,PiuraChilensis_v1_contig_9197,protein metabolism
PiuraChilensis_v1_contig_9198,1.14897,PiuraChilensis_v1_contig_9198,other metabolic processes
PiuraChilensis_v1_contig_9199,1.11921,PiuraChilensis_v1_contig_9199,other biological processes
PiuraChilensis_v1_contig_9199,1.11921,PiuraChilensis_v1_contig_9199,transport
PiuraChilensis_v1_contig_92,0.62156,PiuraChilensis_v1_contig_92,other biological processes
PiuraChilensis_v1_contig_92,0.62156,PiuraChilensis_v1_contig_92,other metabolic processes
PiuraChilensis_v1_contig_920,0.547536,,
PiuraChilensis_v1_contig_9200,0.764747,PiuraChilensis_v1_contig_9200,other biological processes
PiuraChilensis_v1_contig_9200,0.764747,PiuraChilensis_v1_contig_9200,other metabolic processes
PiuraChilensis_v1_contig_9200,0.764747,PiuraChilensis_v1_contig_9200,signal transduction
PiuraChilensis_v1_contig_9200,0.764747,PiuraChilensis_v1_contig_9200,transport
PiuraChilensis_v1_contig_9201,1.2472,,
PiuraChilensis_v1_contig_9202,0.721908,,
PiuraChilensis_v1_contig_9203,0.944856,PiuraChilensis_v1_contig_9203,DNA metabolism
PiuraChilensis_v1_contig_9203,0.944856,PiuraChilensis_v1_contig_9203,RNA metabolism
PiuraChilensis_v1_contig_9203,0.944856,PiuraChilensis_v1_contig_9203,death
PiuraChilensis_v1_contig_9203,0.944856,PiuraChilensis_v1_contig_9203,developmental processes
PiuraChilensis_v1_contig_9203,0.944856,PiuraChilensis_v1_contig_9203,other biological processes
PiuraChilensis_v1_contig_9203,0.944856,PiuraChilensis_v1_contig_9203,other metabolic processes
PiuraChilensis_v1_contig_9203,0.944856,PiuraChilensis_v1_contig_9203,stress response
PiuraChilensis_v1_contig_9204,0.738991,PiuraChilensis_v1_contig_9204,transport
PiuraChilensis_v1_contig_9205,0.856866,,
PiuraChilensis_v1_contig_9206,0.839156,PiuraChilensis_v1_contig_9206,cell cycle and proliferation
PiuraChilensis_v1_contig_9206,0.839156,PiuraChilensis_v1_contig_9206,cell organization and biogenesis
PiuraChilensis_v1_contig_9206,0.839156,PiuraChilensis_v1_contig_9206,other biological processes
PiuraChilensis_v1_contig_9207,0.538028,PiuraChilensis_v1_contig_9207,RNA metabolism
PiuraChilensis_v1_contig_9207,0.538028,PiuraChilensis_v1_contig_9207,other metabolic processes
PiuraChilensis_v1_contig_9208,0.56745,PiuraChilensis_v1_contig_9208,other biological processes
PiuraChilensis_v1_contig_9209,1.07547,,
PiuraChilensis_v1_contig_921,0.898194,,
PiuraChilensis_v1_contig_9210,0.946658,,
PiuraChilensis_v1_contig_9211,1.05759,,
PiuraChilensis_v1_contig_9212,0.618405,PiuraChilensis_v1_contig_9212,other metabolic processes
PiuraChilensis_v1_contig_9212,0.618405,PiuraChilensis_v1_contig_9212,transport
PiuraChilensis_v1_contig_9213,1.06861,,
PiuraChilensis_v1_contig_9214,0.467011,PiuraChilensis_v1_contig_9214,RNA metabolism
PiuraChilensis_v1_contig_9215,0.632292,,
PiuraChilensis_v1_contig_9216,1.10794,,
PiuraChilensis_v1_contig_9217,1.11053,,
PiuraChilensis_v1_contig_9218,0.969242,PiuraChilensis_v1_contig_9218,cell organization and biogenesis
PiuraChilensis_v1_contig_9218,0.969242,PiuraChilensis_v1_contig_9218,transport
PiuraChilensis_v1_contig_9219,0.950535,,
PiuraChilensis_v1_contig_922,1.01973,PiuraChilensis_v1_contig_922,other metabolic processes
PiuraChilensis_v1_contig_922,1.01973,PiuraChilensis_v1_contig_922,transport
PiuraChilensis_v1_contig_9220,0.765064,PiuraChilensis_v1_contig_9220,signal transduction
PiuraChilensis_v1_contig_9221,0.715831,,
PiuraChilensis_v1_contig_9222,1.21954,,
PiuraChilensis_v1_contig_9223,0.683673,PiuraChilensis_v1_contig_9223,developmental processes
PiuraChilensis_v1_contig_9223,0.683673,PiuraChilensis_v1_contig_9223,other biological processes
PiuraChilensis_v1_contig_9223,0.683673,PiuraChilensis_v1_contig_9223,transport
PiuraChilensis_v1_contig_9224,1.14532,,
PiuraChilensis_v1_contig_9225,0.804534,,
PiuraChilensis_v1_contig_9226,0.739453,PiuraChilensis_v1_contig_9226,other biological processes
PiuraChilensis_v1_contig_9226,0.739453,PiuraChilensis_v1_contig_9226,stress response
PiuraChilensis_v1_contig_9226,0.739453,PiuraChilensis_v1_contig_9226,transport
PiuraChilensis_v1_contig_9227,0.825185,,
PiuraChilensis_v1_contig_9228,0.802834,PiuraChilensis_v1_contig_9228,transport
PiuraChilensis_v1_contig_9229,0.660094,PiuraChilensis_v1_contig_9229,RNA metabolism
PiuraChilensis_v1_contig_9229,0.660094,PiuraChilensis_v1_contig_9229,protein metabolism
PiuraChilensis_v1_contig_923,0.352902,PiuraChilensis_v1_contig_923,protein metabolism
PiuraChilensis_v1_contig_9230,0.916333,PiuraChilensis_v1_contig_9230,other metabolic processes
PiuraChilensis_v1_contig_9230,0.916333,PiuraChilensis_v1_contig_9230,stress response
PiuraChilensis_v1_contig_9231,0.567699,,
PiuraChilensis_v1_contig_9232,1.39603,,
PiuraChilensis_v1_contig_9233,1.08398,,
